Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20
Northern Territory,Australia,-12.4634,130.8456,2,2,2,2,2,3,2,3,5,5,4,3,2,2,2,3,4,4,5,5,6,6,5,5,4,4,5,6,6,6,5,5,5,5,4,3,2,3,5,5,6,5,5,6,5,5,5,4,4,3,5,4,6,7,7,7,8,8,6,3,2,3,6,5,3,3,2,3,2,2,3,3,4,4,3,3,2,2,4,4,4,2,2,2,5,4,3,2,1,2,2,2,2,2,2,2,2,2,3,3,4,4,4,3,4,3,2,2,2,2,2,1,3,4,3,2,2,2,2,2,4,5,5,5,4,4,3,3,3,3,4,4,3,4,4,5,5,5,3,3,6,6,6,6,5,4,4,3,4,3,2,2,4,6,5,4,3,3,3,4,3,3,3,2,2,3,4,5,4,4,4,3,4,4,4,3,4,3,3,2,2,2,2,3,6,6,5,5,4,3,3,3,3,5,4,4,3,2,2,3,3,2,3,3,2,2,4,4,4,4,5,5,4,3,3,2,2,4,3,4,2,2,2,2,3.04,2.76,2.29,2.54,2.72,2.95,3.38,2.78,2.25,2.4,2.74,3.82,4.85,5.1,5.87,5.54,4.94,3.4,4.7
Queensland,Australia,-27.4698,153.0251,2,2,2,3,3,3,2,2,2,3,2,4,4,3,2,2,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,3,3,3,5,4,3,2,2,2,1,1,2,2,2,1,2,2,2,2,2,3,4,4,3,3,1,1,2,3,2,1,2,3,3,2,4,5,5,4,5,5,4,4,5,5,4,4,2,2,2,2,3,3,2,2,4,3,2,2,2,3,2,2,2,2,2,3,3,3,2,3,3,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,4,4,3,3,3,3,2,1,2,2,3,3,1,2,2,4,3,4,3,1,2,4,4,4,2,2,1,1,2,3,1,2,5,2,3,2,1,1,2,3,2,2,2,1,2,1,2,2,3,3,2,1,3,4,3,2,2,2,2,2,2,1,1,1,4,2,2,2,3,2,1,1,1,3,6,4,3,2,2,1,2,3,3,2,3,2,3,5,3,2,2,3,2,2,1,1,1,2,3,2,4,5,2,2,1.68,2.52,3.12,4.4,4.15,2.6,3.73,5.17,3.62,5.47,5.67,2.72,1.95,2.87,2.21,2.35,3.37,2.3,1.96
South Australia,Australia,-34.9285,138.6007,2,2,4,6,4,3,3,3,3,4,4,3,2,2,4,5,4,3,4,5,2,5,7,3,2,2,3,2,2,3,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,4,3,1,6,4,3,4,3,2,2,2,4,3,3,1,3,5,4,2,3,4,3,4,4,3,2,3,5,5,3,3,3,3,5,5,2,4,4,2,4,3,1,3,4,3,1,3,1,4,7,6,2,2,3,2,3,5,2,2,4,4,3,2,3,5,4,1,4,2,2,3,2,5,4,6,9,6,1,1,3,5,7,6,7,2,2,4,3,1,1,2,2,3,5,6,4,3,4,3,2,5,3,2,4,7,6,6,4,3,1,1,1,2,2,2,1,1,4,6,6,5,3,2,5,5,6,6,5,3,2,2,1,2,2,3,4,6,5,5,3,2,1,2,2,3,3,3,3,1,1,2,1,2,5,6,2,1,1,2,3,1,1,3,1,2,1,3,3,1,2,3,3,3,4,3,2,3,5,5,4.97,3.53,2.78,1.79,4.69,6.85,8.96,6.64,7.9,7.23,3.82,1.88,2.04,3.13,3.7,1.67,4.82,5.84,2.33
Tasmania,Australia,-42.8821,147.3272,4,2,1,4,2,2,1,2,2,5,6,2,3,2,3,4,3,2,2,2,2,4,3,5,3,3,3,3,2,4,3,3,5,4,2,2,2,2,2,3,3,1,2,2,1,4,3,2,2,5,3,3,2,2,1,2,3,5,4,3,2,5,2,2,2,4,3,2,1,1,1,3,3,4,2,2,2,3,2,3,2,3,2,1,3,1,1,3,3,3,2,1,2,2,3,3,3,2,1,1,4,3,4,2,2,3,6,4,1,4,3,4,2,3,3,5,5,3,3,1,2,7,4,2,1,2,3,2,2,3,2,3,3,2,2,2,1,2,3,3,3,1,2,3,1,2,2,2,3,4,3,2,4,4,2,3,2,2,2,2,3,2,2,3,3,4,7,2,2,2,1,1,4,5,2,2,3,2,2,2,2,2,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,3,3,5,3,3,2,2,1,2,2,1,2,3,2,3,3,3,4,6,3,2,1,1,1,1,2,1.47,1.71,1.6,3.14,1.86,1.86,2.17,3.34,2.79,3.24,3.93,2.8,3.08,3.27,5.12,5.43,3.6,6.1,4.09
Victoria,Australia,-37.8136,144.9631,2,2,1,5,5,2,3,4,2,5,5,4,3,2,3,5,4,2,2,3,3,6,5,3,2,2,2,2,1,2,4,3,4,6,4,3,2,2,4,5,3,2,3,3,2,4,3,2,2,7,4,4,3,2,1,3,4,4,3,1,3,5,3,1,2,4,4,3,3,1,2,4,6,6,3,2,3,4,3,5,3,4,3,2,3,2,2,4,6,2,1,1,2,5,6,6,2,2,2,1,3,8,3,3,5,4,5,3,2,5,3,2,4,2,4,4,2,4,4,4,8,7,4,2,2,5,7,4,5,4,2,5,2,1,1,3,1,3,5,5,3,2,3,4,2,2,4,2,3,6,5,7,4,5,1,1,2,2,1,2,2,1,2,6,5,5,4,1,3,5,3,1,3,2,1,3,2,1,1,1,4,6,5,4,3,3,2,1,1,2,3,1,2,4,3,2,1,1,5,7,4,2,2,1,3,1,1,5,3,1,2,2,5,4,3,6,5,3,4,4,4,1,4,5,4.74,3.71,2.38,4.62,3.3,5.08,4.82,5.97,6.49,7.04,5.95,3.07,2.51,2.04,7.45,3.05,5.54,8.19,4.04
Western Australia,Australia,-31.9505,115.8605,5,6,7,5,4,3,3,5,7,5,5,4,4,4,5,4,4,5,5,4,6,5,4,4,4,4,4,4,4,6,5,5,5,6,5,3,2,2,5,6,5,5,4,4,4,4,5,5,6,3,3,5,3,3,5,4,5,8,6,3,6,7,4,3,2,4,3,3,5,4,4,5,6,4,3,3,5,5,3,3,4,6,4,4,4,2,4,5,3,3,4,3,5,3,4,4,5,4,3,2,2,3,2,3,4,3,3,2,6,5,3,4,2,2,3,2,3,5,4,6,5,3,4,4,7,9,3,4,3,3,3,3,3,1,2,4,4,5,3,3,3,3,5,10,11,2,4,5,8,5,4,2,3,2,2,3,3,2,2,2,4,6,6,3,3,2,3,8,6,2,4,3,8,7,2,2,4,4,8,9,7,4,2,4,4,4,7,5,3,2,3,4,6,5,7,4,5,5,2,3,4,4,4,6,2,5,2,6,2,2,2,2,3,3,4,4,5,3,5,8,10,8,7,4,2.11,3.31,7.04,8.33,7.53,6,1.96,2.68,2.58,3.2,3.68,2.4,3.09,3.17,3,5.62,5.63,3.81,5.07
,Austria,47.5162,14.5501,0,1,1,1,2,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,0,0,1,1,2,2,1,1,1,1,1,1,2,0,1,1,0,1,1,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,2,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0.99,0.68,0.78,0.82,0.78,1.09,1.15,0.99,1.12,1.26,1.02,0.51,0.86,1.5,1.29,1.65,1,1.87,1.15
,Azerbaijan,40.1431,47.5769,1,1,3,2,2,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,5,2,2,1,1,1,2,1,2,2,2,5,2,3,3,4,6,1,2,2,3,4,1,1,2,1,1,1,1,2,1,1,7,1,1,3,4,3,3,1,1,1,2,2,1,1,1,1,1,3,2,2,2,4,2,1,1,2,1,2,2,2,2,2,3,1,3,4,3,4,3,2,1,3,6,2,1,1,2,3,1,1,2,2,1,2,1,3,4,2,2,1,2,3,3,4,1,1,2,1,1,2,2,5,3,3,4,3,1,2,3,1,2,8,2,3,2,2,2,4,4,4,5,2,1,3,5,3,3,3,4,4,2,3,2,3,3,2,2,2,2,2,2,3,3,3,3,3,6,3,2,2,4,5,5,2,1,2,3,3,2,2,2,2,3,2,3,2,2,2,2,4,2,2,3,2,2,2,2,5,1,1,2,2,2,3,2,3,3,2,3,5,3,2,2,1,1,2,4,2,2,2.19,2.59,2.6,2.85,2.54,2.22,2.01,2.63,2.77,2.56,3.59,1.9,1.72,2.06,2.07,1.36,3.11,2.83,3.35
,Bahamas,25.025885,-78.035889,3,2,4,5,4,7,4,3,5,9,10,8,7,6,6,4,4,6,8,3,3,5,8,6,4,2,2,2,3,2,4,2,5,6,2,3,4,6,5,5,8,7,5,5,5,2,2,4,3,6,4,4,5,8,6,6,5,4,5,4,6,6,7,5,5,3,5,8,10,10,8,6,4,5,5,4,4,4,5,6,6,5,5,4,3,2,3,4,5,5,3,3,6,4,2,2,3,4,4,2,4,4,4,7,5,4,2,4,2,2,6,5,3,6,5,3,3,3,6,6,4,3,4,4,3,3,2,5,5,3,6,4,7,8,9,5,5,3,3,3,2,3,5,6,6,6,5,4,4,4,5,3,3,6,5,5,6,6,5,3,3,3,5,5,4,4,2,2,3,4,4,3,3,3,3,3,4,5,5,4,3,2,3,2,2,2,2,3,3,3,2,2,3,3,2,2,3,4,6,5,5,6,6,6,7,6,6,4,4,4,4,5,8,14,7,5,3,3,3,3,3,3,3,3,4.92,5.26,4.94,3.96,3.1,2.99,2.73,3.73,4.45,5.46,6.02,7.7,10.04,6.44,5.25,3.69,3.6,2.65,2.42
,Bahrain,26.0275,50.55,6,3,4,5,6,7,5,2,4,3,9,9,5,7,7,3,2,5,4,6,3,5,7,4,3,10,9,5,3,4,2,3,7,5,4,2,1,4,6,6,8,10,10,8,5,4,2,5,3,4,5,5,2,2,3,6,7,6,6,3,5,7,8,7,6,3,5,3,5,4,2,2,4,6,5,3,4,6,5,3,5,7,6,3,3,5,8,7,7,7,3,2,5,4,5,5,3,3,5,5,6,5,5,5,4,3,2,4,3,2,3,2,4,5,5,5,8,4,4,6,4,3,4,3,2,3,7,7,3,5,8,7,8,5,2,2,2,2,2,3,3,2,2,3,4,5,6,5,3,4,5,4,2,3,5,8,9,8,5,3,2,2,5,8,9,7,6,8,8,6,5,6,8,6,4,5,6,5,4,3,2,2,3,4,6,4,3,3,3,2,2,3,2,3,3,5,4,3,2,3,2,4,5,4,4,4,3,3,4,3,3,3,4,3,4,5,6,7,5,4,4,7,7,7,5.85,6.93,6.41,5.55,6.68,7.02,4.87,6.19,5.67,3.64,3.19,3.51,5.46,4.86,3.5,3.57,4.75,2.59,3.8
