Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20
,Iran,32.0,53.0,26,36,1,2,9,4,0,1,2,2,2,3,2,5,3,0,1,1,1,1,0,1,1,1,1,1,4,7,4,16,4,2,2,2,4,6,2,1,1,1,1,1,1,0,0,0,2,1,0,2,2,5,1,47,7,0,5,2,7,13,49,3,3,10,2,3,3,3,0,2,5
,"Korea, South",36.0,128.0,65,77,3,19,11,94,78,75,55,37,14,2,6,2,3,1,3,6,3,5,3,95,16,4,38,91,33,6,2,5,28,72,5,3,93,30,33,53,2,9,11,5,16,4,2,56,4,51,99,4,3,6,0,4,3,91,98,75,4,4,5,7,10,0,2,3,2,2,7,10,3
France,France,46.2276,2.2137,2,6,7,8,43,90,98,81,93,64,40,95,24,68,15,1,4,3,15,81,72,34,73,32,3,4,93,35,61,9,19,5,4,4,78,87,88,10,56,71,95,84,36,95,86,47,56,74,88,11,18,10,24,30,8,0,20,37,59,74,3,6,13,0,10,5,83,5,16,6,6
Guangdong,China,23.3417,113.4244,14,20,27,94,94,3,10,10,3,5,6,14,92,99,60,61,60,3,8,8,77,36,93,98,100,54,4,7,6,5,6,5,9,11,15,7,6,5,4,38,4,67,99,17,27,52,35,92,60,56,4,7,0,9,7,13,25,1,5,7,13,22,8,8,20,49,49,19,55,3,11
Henan,China,33.882,113.61399999999999,2,7,87,47,67,7,1,11,4,2,6,6,3,6,51,85,4,2,5,5,3,9,8,88,83,4,3,2,4,4,8,4,5,6,5,14,93,74,2,4,6,4,1,2,5,1,27,82,2,3,4,7,0,25,95,85,83,23,43,9,23,40,7,0,31,19,4,3,0,0,15
Zhejiang,China,29.1832,120.0934,41,91,98,100,100,86,34,21,21,4,4,23,74,87,13,98,90,16,5,15,70,94,86,40,96,55,3,5,4,4,23,33,8,2,21,81,11,8,78,96,20,81,89,9,83,55,77,98,67,6,6,13,44,49,13,2,25,2,40,96,100,30,10,7,95,99,51,9,19,5,10
Hunan,China,27.6104,111.7088,98,96,93,95,68,18,3,13,5,8,42,97,91,16,84,100,41,65,13,51,94,54,61,88,97,8,3,7,8,6,65,12,11,5,18,18,38,24,96,28,88,98,68,35,74,75,59,96,4,60,9,30,26,19,10,21,83,18,79,91,85,6,11,64,92,82,20,33,0,28,49
Anhui,China,31.8257,117.2264,94,72,90,78,97,53,9,21,5,3,7,4,3,8,7,96,68,16,7,15,83,4,20,80,96,7,2,3,4,3,14,3,9,2,77,19,62,98,82,9,12,11,2,2,21,2,84,99,41,4,38,53,59,53,94,100,95,37,80,94,89,6,7,12,88,90,16,5,0,3,65
Jiangxi,China,27.614,115.7221,47,89,95,100,98,21,18,12,6,3,9,87,90,28,9,99,21,13,10,32,95,89,87,80,100,47,2,6,4,4,30,14,10,3,9,12,6,9,77,85,70,98,90,22,96,96,96,99,36,79,9,14,50,46,9,2,65,5,17,85,94,12,7,47,99,95,23,40,32,7,35
Shandong,China,36.3427,118.1498,2,3,3,2,9,6,1,30,2,1,3,18,1,21,4,5,6,3,5,5,4,2,6,84,64,2,1,5,3,3,54,3,1,85,76,3,15,46,2,18,2,5,1,1,1,34,4,61,5,1,2,5,0,3,76,82,91,4,1,5,5,3,47,4,1,7,6,2,0,0,7
Diamond Princess,Cruise Ship,35.4437,139.638,6,89,14,8,83,66,100,94,18,18,3,6,11,15,13,6,4,20,22,9,5,7,92,27,7,94,57,14,3,21,28,72,9,1,32,95,74,4,60,64,97,6,88,90,2,21,91,13,98,19,4,6,0,28,53,1,82,76,9,28,13,18,18,7,88,10,37,98,11,2,3
Jiangsu,China,32.9711,119.455,60,15,33,38,98,89,8,21,2,1,4,4,4,6,9,32,41,2,7,7,97,12,9,53,95,6,3,3,4,2,12,5,6,4,71,5,22,96,74,19,3,7,1,2,7,9,34,100,69,6,6,44,24,14,97,100,98,13,56,94,66,5,19,49,55,94,24,3,0,2,39
Chongqing,China,30.0572,107.874,64,55,84,92,65,13,14,16,7,14,32,83,91,9,75,98,20,11,27,59,16,4,7,66,100,39,5,13,34,25,63,13,12,14,17,14,67,94,6,15,80,85,35,3,12,2,23,82,10,31,6,12,7,26,45,94,66,84,28,50,53,6,8,17,41,24,14,34,51,5,21
Sichuan,China,30.6171,102.7103,17,47,57,53,34,38,35,17,32,21,25,53,31,10,35,35,25,32,31,21,6,3,4,43,56,16,28,31,14,38,20,16,13,8,17,15,48,68,18,66,51,55,40,28,18,24,35,79,52,50,6,12,4,25,18,27,12,17,13,26,11,3,11,26,17,24,31,28,21,30,17
Heilongjiang,China,47.861999999999995,127.7615,4,20,3,2,5,1,1,4,3,3,12,11,2,9,7,5,6,2,14,4,2,2,7,4,2,3,2,16,7,8,5,10,21,23,11,13,5,19,14,31,30,20,11,8,3,32,56,4,2,4,3,7,0,7,7,2,18,3,1,4,6,5,10,0,2,5,5,8,16,15,10
UK,United Kingdom,55.3781,-3.4360000000000004,24,22,27,41,89,86,75,84,60,80,82,94,89,47,20,6,47,98,99,92,93,63,76,90,91,91,94,86,90,97,96,95,79,80,82,49,60,86,93,86,59,51,41,12,45,93,93,91,78,96,28,94,62,61,41,91,97,50,81,82,99,57,79,88,54,84,47,13,1,6,30
Denmark,Denmark,56.2639,9.5018,4,25,32,27,51,86,80,54,88,85,79,35,77,45,16,21,20,51,93,93,86,90,63,41,97,98,90,94,95,96,84,97,81,73,95,82,60,42,94,87,59,96,32,35,9,13,90,76,97,59,18,25,83,73,25,22,46,65,94,55,67,98,23,97,100,11,80,90,1,6,26
Beijing,China,40.1824,116.4142,0,3,4,2,3,4,2,8,1,1,2,52,1,2,9,13,5,2,2,2,2,2,22,95,2,4,3,5,3,4,6,3,2,2,3,4,2,3,17,4,46,17,1,2,31,4,56,82,0,2,1,4,0,4,30,35,3,3,1,3,3,5,2,0,1,3,3,4,0,0,3
Shanghai,China,31.201999999999998,121.4491,99,96,96,100,100,97,9,13,2,1,2,6,8,10,6,93,95,2,5,5,100,95,16,25,91,50,4,3,4,4,12,4,7,2,11,14,2,71,94,71,8,19,6,2,54,59,50,99,70,4,5,30,87,71,21,10,62,7,65,94,99,8,6,0,89,98,26,4,0,3,38
Hebei,China,39.549,116.1306,0,4,2,2,3,6,2,10,2,1,7,46,1,3,8,6,5,3,2,2,2,1,5,98,3,5,2,3,2,6,10,2,2,3,5,4,5,2,17,5,45,14,0,2,11,8,70,88,0,4,1,4,0,4,43,33,4,2,1,4,3,5,3,0,1,3,3,2,0,0,3
Fujian,China,26.0789,117.9874,11,13,56,83,99,11,8,10,6,2,6,15,95,88,22,82,80,11,14,8,14,83,84,88,91,85,3,6,5,4,7,8,8,3,6,9,9,5,4,79,11,83,94,74,43,70,66,96,55,60,8,9,0,14,12,2,6,1,3,9,30,7,8,0,35,32,42,27,32,2,5
Guangxi,China,23.8298,108.7881,16,18,89,99,88,3,5,12,6,6,26,90,99,85,88,99,68,72,18,10,18,73,81,92,98,56,4,7,5,17,23,7,8,6,7,5,6,19,35,31,60,99,99,9,48,33,16,25,8,28,4,14,6,12,7,21,10,4,8,35,59,12,14,87,60,64,28,20,25,21,28
Shaanxi,China,35.1917,108.8701,2,4,27,46,43,28,4,4,1,2,26,3,1,3,30,24,9,1,3,2,1,1,3,3,4,2,3,5,3,33,4,3,2,2,1,16,87,17,2,4,42,2,1,2,3,2,24,7,0,1,5,11,0,12,60,20,43,8,40,26,6,10,6,0,39,31,3,17,0,0,5
Yunnan,China,24.974,101.48700000000001,1,1,14,31,5,3,9,17,24,10,16,3,3,5,4,3,3,5,64,81,2,1,5,4,14,12,8,22,12,5,6,11,16,10,8,5,36,59,13,3,1,12,38,5,4,2,8,5,2,3,19,11,12,82,95,81,9,4,4,14,6,4,6,0,1,5,5,5,0,2,4
Hainan,China,19.1959,109.7453,3,6,6,13,95,97,99,63,9,7,10,17,8,17,56,37,16,40,35,23,23,7,43,21,15,51,46,15,25,37,38,16,17,28,16,23,8,39,25,9,8,8,59,78,43,3,4,5,67,50,71,31,15,28,9,7,14,6,9,11,17,53,23,4,2,8,31,25,45,10,4
Guizhou,China,26.8154,106.8748,19,35,69,83,20,26,7,15,11,27,59,89,95,30,56,93,40,79,61,27,48,30,21,52,98,28,9,9,9,32,51,23,25,5,11,16,12,83,74,54,91,88,63,7,25,35,11,39,78,36,21,12,27,50,68,79,15,78,26,17,17,4,21,53,45,28,22,33,11,19,19
Tianjin,China,39.3054,117.323,2,4,2,2,3,8,2,13,1,1,4,61,1,1,10,8,5,2,2,2,3,3,5,88,9,5,2,3,2,12,32,3,3,2,7,3,5,4,12,4,28,26,1,1,28,28,65,99,1,3,1,4,0,4,34,54,6,2,1,3,3,5,2,0,2,3,4,8,0,0,5
Shanxi,China,37.5777,112.2922,0,2,7,3,21,25,5,6,1,1,6,4,1,2,4,2,6,2,2,2,0,2,2,5,1,2,3,4,2,4,4,3,1,35,5,5,64,7,1,1,5,1,1,2,6,0,43,36,0,3,1,6,0,5,69,13,57,7,6,6,10,2,7,0,1,16,6,2,0,0,6
Gansu,China,37.8099,101.0583,1,5,9,14,5,4,3,6,3,5,17,3,2,3,3,3,4,2,4,4,3,2,10,7,5,5,4,10,3,15,11,9,7,6,9,14,26,6,10,33,13,11,3,8,2,1,26,24,1,9,9,7,2,13,22,18,14,5,20,31,6,4,5,1,28,9,11,9,0,4,10
Hong Kong,China,22.3,114.2,14,8,37,87,86,21,50,14,3,5,12,8,27,77,28,32,32,2,8,9,41,21,55,90,85,88,6,7,6,5,6,6,10,10,9,9,11,6,2,8,7,16,37,18,13,10,32,61,47,66,13,7,1,10,10,24,33,7,7,5,10,11,32,0,22,24,26,9,23,3,10
Liaoning,China,41.2956,122.6085,9,5,2,3,1,1,1,3,2,1,2,11,2,5,2,2,4,1,4,2,4,4,9,31,66,13,1,4,2,5,98,7,3,3,10,6,2,17,27,20,2,93,8,2,3,83,10,93,1,2,2,6,0,7,9,40,9,6,2,3,3,3,3,0,1,5,5,8,15,3,2
Jilin,China,43.6661,126.1923,22,22,3,2,2,1,1,7,5,3,8,1,2,7,7,3,7,2,10,5,4,5,36,8,15,19,2,6,3,3,94,55,15,9,13,14,10,55,6,15,25,35,64,6,7,75,13,86,18,5,4,9,0,10,7,9,14,15,10,7,4,9,10,0,2,5,4,4,47,43,6
,Czechia,49.8175,15.472999999999999,2,6,7,4,11,30,28,36,20,49,68,92,93,97,84,5,24,10,6,82,76,50,42,65,10,8,42,49,65,30,76,12,90,64,66,57,28,82,52,17,50,88,21,6,71,57,11,33,45,98,15,7,5,70,23,0,10,22,85,8,27,7,5,0,2,6,6,90,56,33,5
Xinjiang,China,41.1129,85.2401,1,8,2,3,4,3,1,3,4,4,1,1,1,2,3,0,3,2,3,3,2,0,3,2,3,3,4,4,2,3,2,1,1,0,2,3,0,3,2,4,2,5,1,2,1,2,5,1,1,2,4,6,0,6,6,1,6,3,1,7,4,2,1,1,3,3,32,20,1,0,3
Inner Mongolia,China,44.0935,113.9448,2,3,2,1,2,2,1,6,3,4,5,7,5,3,2,2,4,1,3,3,2,1,12,33,8,4,2,5,2,20,19,7,4,5,15,6,3,3,19,10,28,10,1,2,2,1,5,12,0,4,3,7,0,8,6,2,7,4,4,4,3,3,3,0,1,3,3,16,0,2,5
Ningxia,China,37.2692,106.1655,0,4,8,3,5,14,2,4,1,1,12,1,1,2,3,1,4,2,1,2,1,1,3,4,3,1,2,4,2,4,4,3,2,2,1,12,16,1,1,1,1,1,0,2,3,1,6,3,0,1,3,12,0,7,16,40,12,6,30,17,3,6,4,0,28,11,4,3,0,0,5
,Taiwan*,23.7,121.0,3,9,7,22,79,36,81,20,22,5,6,5,14,31,33,14,9,6,8,12,12,17,39,39,18,25,49,25,2,8,7,7,18,4,8,7,21,8,30,14,6,10,55,80,27,17,14,19,76,38,10,4,1,9,8,3,8,2,3,4,6,10,33,0,3,6,2,3,1,3,3
,Vietnam,16.0,108.0,3,10,14,17,61,68,87,99,81,32,56,10,7,24,26,9,8,47,83,86,62,14,23,17,4,30,70,81,66,52,54,59,45,5,9,27,21,21,15,11,20,15,54,75,43,8,8,11,38,65,97,83,70,42,37,7,19,48,34,11,19,30,54,11,11,10,27,7,40,20,8
,Russia,60.0,90.0,15,28,71,63,42,28,48,40,18,16,5,4,22,7,6,14,34,38,52,18,16,11,5,4,6,12,5,34,36,52,50,38,33,4,5,6,4,32,44,4,7,16,37,54,23,6,72,87,21,40,18,44,69,22,25,10,10,35,15,7,12,27,30,38,49,51,33,49,31,45,43
Qinghai,China,35.7452,95.9956,4,17,7,3,7,15,7,6,8,20,7,3,2,3,7,7,6,7,8,12,6,4,10,4,4,6,4,8,7,11,13,11,16,16,19,23,12,13,1,15,22,9,4,14,1,10,21,17,2,12,5,17,3,21,19,2,15,9,7,17,7,5,7,0,8,6,9,25,19,10,10
Macau,China,22.1667,113.55,14,15,30,90,78,33,62,15,3,5,9,10,66,91,41,44,27,3,8,9,56,18,74,85,87,85,6,7,6,5,7,6,10,14,11,12,6,6,2,10,8,24,62,16,14,20,35,52,43,41,12,9,0,10,9,25,32,2,9,10,11,18,14,0,16,19,16,7,19,3,9
,Moldova,47.4116,28.3699,4,30,2,1,5,9,3,34,17,68,36,62,53,80,98,16,47,3,2,76,54,19,11,6,25,5,5,8,6,17,34,14,11,63,8,6,80,12,22,3,10,5,2,33,59,2,62,78,6,12,36,22,1,13,56,41,12,2,18,8,8,20,2,0,2,10,6,4,0,5,10
,Bolivia,-16.2902,-63.5887,63,92,31,11,18,39,57,76,91,88,70,68,20,50,55,53,78,42,95,99,98,95,96,63,28,31,38,32,31,75,83,95,38,9,10,69,84,11,3,8,2,9,16,6,9,18,12,2,31,45,93,96,83,73,64,61,50,98,82,43,44,48,78,92,91,49,40,67,45,78,64
Faroe Islands,Denmark,61.8926,-6.9118,55,80,76,89,80,65,53,34,74,56,40,13,81,28,70,33,19,87,55,62,59,26,38,90,86,79,82,73,82,87,86,78,71,30,67,48,54,68,90,88,64,59,59,61,67,82,81,71,91,68,91,88,70,89,90,95,90,62,48,92,88,70,90,88,65,81,93,57,92,66,28
St Martin,France,18.0708,-63.0501,31,14,66,62,57,76,65,73,39,27,10,13,10,13,19,43,18,38,26,47,28,45,46,31,65,80,61,36,20,27,12,24,26,16,10,23,37,12,13,28,12,11,11,8,12,20,27,9,18,10,68,55,57,19,23,14,23,32,33,41,28,39,64,61,88,82,33,28,23,64,72
,Honduras,15.2,-86.2419,88,56,28,41,17,10,20,27,51,56,9,41,91,78,20,13,8,35,41,34,37,32,13,18,30,56,19,21,19,16,40,47,57,49,8,10,17,84,96,95,62,23,11,6,5,32,44,84,79,65,37,44,14,7,27,70,66,60,67,68,52,49,25,64,74,48,79,66,75,77,75
Channel Islands,United Kingdom,49.3723,-2.3644,2,5,9,14,94,94,86,39,81,83,89,97,93,24,10,3,23,79,82,87,80,83,94,9,93,99,80,74,79,82,10,27,53,84,76,64,86,93,93,84,87,65,95,99,70,15,85,92,57,71,35,18,44,13,9,39,25,89,89,21,8,31,97,99,97,88,74,19,1,2,8
New Brunswick,Canada,46.5653,-66.4619,7,9,14,10,8,71,44,17,10,5,3,8,23,19,18,9,33,49,24,5,81,37,41,44,11,4,10,13,34,62,9,7,11,8,18,17,14,47,50,23,28,33,70,86,23,5,9,11,39,71,55,40,26,27,27,30,8,21,37,9,18,94,78,15,15,41,28,11,14,49,19
Tibet,China,31.6927,88.0924,4,7,4,4,7,6,4,7,5,4,6,7,2,4,5,4,4,5,8,8,5,5,6,3,4,6,8,7,4,15,18,27,14,15,13,20,4,7,2,5,9,7,5,3,7,6,5,6,3,8,4,23,17,20,20,2,15,13,14,5,6,3,7,0,2,8,24,15,11,8,10
,Congo (Kinshasa),-4.0383,21.7587,38,17,16,32,17,15,21,57,68,26,75,49,54,94,53,7,18,84,83,97,8,33,82,56,22,36,35,64,66,39,19,38,57,59,10,10,76,13,30,68,47,66,11,9,59,56,79,74,34,63,87,84,9,49,74,25,72,74,63,78,20,24,16,6,45,36,77,86,1,27,39
,Cote d'Ivoire,7.54,-5.5471,52,5,4,2,3,7,3,5,5,5,5,3,4,5,3,2,4,3,6,30,11,5,4,2,1,3,9,13,5,18,16,15,7,7,6,1,4,6,5,7,20,25,14,53,5,13,55,72,20,12,3,5,3,7,3,0,1,4,1,4,7,13,5,0,3,5,7,3,1,14,52
Saint Barthelemy,France,17.9,-62.8333,35,14,62,43,47,75,63,42,35,20,9,11,8,13,20,39,22,36,32,50,32,40,51,37,69,78,71,45,20,28,12,22,28,17,9,22,39,9,11,28,10,10,10,8,11,19,25,8,13,9,66,46,55,15,27,13,26,35,33,41,32,35,68,64,91,80,37,30,28,67,74
,Jamaica,18.1096,-77.2975,59,47,10,21,54,34,38,30,26,20,10,23,52,62,64,37,16,15,23,21,35,20,16,13,28,13,43,23,24,42,32,36,44,56,53,44,34,34,63,74,37,37,24,13,14,46,46,79,79,53,23,35,24,17,27,16,38,50,28,51,33,15,15,25,30,38,37,24,15,53,79
,Reunion,-21.1151,55.5364,88,65,94,85,55,46,27,21,28,32,46,34,53,24,28,47,30,31,42,44,66,63,17,21,63,40,39,44,39,40,51,38,18,20,47,85,71,42,48,61,72,72,66,75,88,92,61,91,90,82,53,56,65,87,87,75,54,56,41,24,61,59,56,51,49,66,84,50,61,43,91
,Turkey,38.9637,35.2433,4,9,16,1,3,4,40,44,84,67,51,12,12,95,20,82,80,50,22,16,30,97,92,5,7,13,10,10,7,23,60,41,10,10,50,1,1,12,59,18,2,2,1,1,16,1,1,0,3,1,79,41,3,53,30,0,11,24,15,5,3,16,8,0,2,4,6,10,4,25,20
Gibraltar,United Kingdom,36.1408,-5.3536,97,100,100,100,21,7,3,9,6,7,8,4,5,5,10,11,34,36,9,8,4,9,20,6,7,8,7,21,33,11,17,11,7,4,8,4,2,3,5,28,33,3,2,5,2,1,4,4,2,6,11,10,2,14,15,3,14,5,4,8,12,11,5,1,3,6,8,66,50,94,69
"Kitsap, WA",US,47.6477,-122.6413,97,95,100,97,88,97,95,93,91,82,98,98,64,66,87,99,99,83,66,19,14,42,33,65,66,84,86,53,27,8,7,10,44,88,30,31,32,27,65,78,48,82,45,33,88,96,86,43,15,15,97,75,87,94,92,92,99,99,72,51,97,92,84,67,64,72,75,74,98,91,60
"Solano, CA",US,38.3105,-121.9018,90,28,35,44,75,91,20,32,16,15,11,13,14,8,8,9,11,10,12,14,2,4,5,8,12,16,13,8,7,8,7,9,10,12,12,4,5,5,4,10,18,5,3,4,9,8,77,30,17,9,9,18,8,14,28,19,8,24,38,84,17,30,22,38,57,15,94,28,14,13,19
"Santa Cruz, CA",US,37.0454,-121.958,61,56,22,26,43,84,19,22,16,18,10,10,15,11,8,10,10,10,14,6,3,4,8,15,14,12,13,12,8,9,10,8,27,17,17,4,4,5,4,11,26,4,4,4,11,12,76,47,19,35,9,18,10,11,32,14,10,18,28,66,13,28,16,31,37,14,96,30,11,7,19
"Napa, CA",US,38.5025,-122.2654,98,11,23,38,78,93,18,60,11,12,8,11,10,8,8,8,10,9,8,4,1,3,4,8,10,11,9,8,8,8,7,7,8,10,9,3,4,3,2,7,8,3,2,2,8,10,71,21,15,5,6,18,6,13,48,11,7,36,41,86,12,46,21,61,69,16,96,43,9,6,10
"Ventura, CA",US,34.3705,-119.1391,50,10,10,9,9,21,9,5,5,5,4,6,8,8,7,7,9,8,9,18,4,3,9,7,11,9,10,8,12,12,8,13,75,15,9,1,2,1,1,7,50,21,3,6,6,8,39,27,13,99,7,8,7,8,11,8,6,9,7,26,9,11,9,8,7,10,73,24,6,4,30
"Worcester, MA",US,42.4097,-71.8571,3,6,6,9,91,52,33,23,6,2,6,41,23,14,15,49,80,66,11,22,91,78,12,86,10,3,6,8,90,30,17,7,4,3,3,56,56,90,7,14,7,11,73,77,9,18,8,3,2,23,64,24,8,19,77,79,28,8,22,5,17,28,83,12,16,20,78,8,48,46,8
"Gwinnett, GA",US,33.9191,-84.0167,4,0,83,100,10,9,40,6,12,14,100,26,44,8,23,100,100,83,77,26,100,100,47,99,9,3,99,22,100,100,100,79,8,6,100,95,51,5,7,11,0,100,100,100,100,45,0,3,7,95,2,1,99,99,99,5,4,65,0,6,18,99,41,100,100,64,100,3,100,100,3
"DeKalb, GA",US,33.7956,-84.2279,4,2,81,100,12,10,52,7,12,13,98,25,7,8,23,100,100,54,78,15,100,98,41,99,9,3,100,28,100,98,100,55,3,11,100,91,24,4,5,9,0,100,100,100,100,10,0,1,7,97,3,1,100,100,95,4,6,73,4,6,17,99,56,100,100,61,100,3,100,98,3
"Floyd, GA",US,37.5455,-82.7779,5,3,19,96,63,14,62,14,12,33,42,72,12,8,98,100,99,74,37,19,99,98,86,97,7,4,11,11,97,26,45,5,3,4,60,89,80,19,42,37,2,83,82,6,5,34,9,1,3,86,14,11,75,97,92,16,6,66,6,3,26,69,28,11,87,45,17,3,83,12,10
"Fayette, GA",US,33.4502,-84.4803,5,2,90,98,12,9,53,10,12,15,87,31,9,8,27,94,100,56,80,12,89,97,40,90,8,4,95,13,99,95,99,37,4,7,98,87,22,6,7,6,3,94,95,99,99,13,3,2,8,62,5,5,97,97,84,8,9,66,8,7,16,94,51,99,98,47,84,3,77,83,3
"Gregg, TX",US,32.4893,-94.8521,8,96,92,13,20,78,16,96,40,51,32,10,8,44,82,81,62,5,9,81,100,99,99,9,7,8,23,19,79,97,98,9,9,52,54,9,16,4,2,3,20,33,38,100,96,3,2,5,89,24,2,8,95,27,9,4,2,8,4,60,90,96,7,26,53,52,97,64,88,4,6
"Monmouth, NJ",US,40.2589,-74.124,3,4,3,10,97,20,28,22,6,6,60,67,84,20,41,78,99,91,10,17,95,100,48,96,15,3,8,10,44,22,11,11,3,4,9,88,42,88,10,10,9,10,78,49,12,97,71,4,3,21,34,15,7,90,98,78,21,59,28,5,20,25,67,16,50,13,82,6,84,57,6
"Burlington, NJ",US,40.0712,-74.8649,3,4,7,14,98,20,27,23,4,4,45,67,77,16,42,79,99,92,9,12,98,99,53,96,13,3,8,10,35,17,10,10,3,3,8,88,55,89,9,9,9,15,87,24,6,98,57,4,2,37,38,14,7,90,97,38,13,56,24,7,20,26,74,13,52,13,60,6,77,53,6
"Camden, NJ",US,39.9259,-75.1196,5,4,7,15,99,20,27,22,5,4,31,70,68,13,46,79,99,91,9,12,98,99,56,95,11,3,9,10,32,17,10,11,3,3,10,87,61,88,11,9,8,23,85,18,6,98,57,4,2,38,39,15,8,89,97,35,12,63,26,7,20,25,72,13,52,13,50,6,80,47,6
"Passaic, NJ",US,40.8568,-74.1285,4,5,6,9,99,22,27,16,4,1,47,56,78,38,55,69,99,93,9,28,98,99,28,99,9,2,9,9,59,15,8,7,3,3,4,89,52,95,6,8,8,11,92,36,6,94,37,2,1,37,38,16,7,83,99,34,30,24,23,5,23,30,77,13,69,12,89,6,54,49,6
"Union, NJ",US,40.6976,-74.2632,4,4,5,9,98,20,28,20,5,2,66,59,82,24,59,69,99,94,10,28,98,99,49,99,11,2,9,9,53,16,9,8,3,3,5,81,41,93,7,9,9,11,84,43,8,94,56,3,1,36,40,16,7,80,98,44,28,28,25,5,24,31,77,14,55,13,88,7,64,48,6
"Eagle, CO",US,39.6553,-106.8287,56,41,38,31,38,19,64,21,21,36,13,13,7,31,26,16,36,51,25,54,26,18,24,26,16,23,54,42,26,27,18,12,22,80,48,31,11,15,6,9,32,39,15,4,8,6,10,26,27,38,13,28,27,26,24,21,20,22,11,21,18,18,31,38,14,16,13,48,20,14,8
"Larimer, CO",US,40.6956,-105.5943,19,15,17,15,21,16,31,12,20,24,5,7,5,28,24,12,28,40,21,30,31,22,27,21,23,18,35,25,15,32,14,7,15,39,37,32,14,19,7,8,48,22,24,5,13,4,7,26,31,27,6,21,16,19,13,15,18,15,7,16,11,12,11,22,15,15,8,26,14,9,2
"Arapahoe, CO",US,39.6203,-104.3326,4,2,7,5,7,6,66,13,13,20,2,5,7,21,20,6,39,43,7,28,31,21,28,20,6,10,12,15,33,34,23,8,6,24,16,46,5,7,2,3,20,28,4,1,4,1,2,44,65,3,2,3,4,5,5,8,7,7,1,7,14,6,4,4,3,4,6,3,6,2,1
"Gunnison, CO",US,38.5458,-106.9253,75,27,74,19,27,16,79,14,17,23,8,11,5,71,26,14,72,44,12,21,77,21,18,18,11,16,80,73,67,19,15,10,27,79,33,21,8,8,4,7,68,80,13,5,6,5,9,68,72,21,11,72,71,18,19,19,14,16,11,67,15,15,22,79,5,9,16,81,17,9,9
"Kane, IL",US,41.9879,-88.4016,8,9,83,93,81,20,21,12,12,11,53,46,12,13,16,22,23,18,27,72,15,9,50,31,5,10,18,90,53,8,10,8,5,6,23,45,37,20,13,8,9,14,27,26,13,15,2,3,100,88,28,14,13,15,26,15,4,13,3,36,87,93,13,15,23,22,10,39,72,17,13
"Monroe, PA",US,41.0458,-75.2479,5,5,4,8,95,26,28,16,5,2,20,43,74,23,56,52,88,88,15,26,92,83,43,80,9,3,7,9,71,16,9,7,4,4,4,55,53,85,7,17,11,18,86,28,10,52,32,1,1,64,41,12,6,64,88,20,27,41,28,4,24,43,83,10,36,15,71,9,44,47,10
"Philadelphia, PA",US,39.9526,-75.1652,6,4,8,15,99,20,27,22,5,4,31,68,66,13,46,79,99,92,9,13,98,99,59,95,11,3,9,10,33,17,10,11,3,3,10,87,61,88,11,9,8,23,86,17,6,98,57,4,1,38,39,15,8,89,97,33,11,63,26,7,20,25,71,13,54,13,50,6,81,47,6
"Norfolk, VA",US,36.8508,-76.2859,5,4,14,34,95,13,21,20,9,11,82,99,22,9,19,71,97,95,9,17,18,99,47,84,14,8,16,31,26,91,91,69,7,6,56,97,42,82,13,17,5,8,46,5,18,100,25,6,6,31,8,8,8,77,99,75,4,87,6,9,12,22,57,99,98,25,15,3,69,82,6
"Arlington, VA",US,38.8816,-77.09100000000001,3,4,6,46,98,15,18,17,7,5,31,77,33,9,81,93,100,98,42,42,99,100,81,94,9,39,7,42,33,71,14,40,39,40,45,94,71,93,11,40,40,81,82,8,3,62,12,39,38,82,23,9,8,96,96,15,3,88,12,6,17,26,88,13,66,14,16,6,87,44,6
"Spotsylvania, VA",US,38.2042,-77.6078,3,3,5,71,98,15,17,16,6,6,25,46,30,9,36,93,99,92,7,10,93,99,39,86,11,3,7,10,39,69,28,10,3,3,18,91,75,71,12,6,5,22,35,5,4,49,9,1,1,39,26,8,8,89,93,36,4,82,10,7,13,33,65,14,85,20,10,5,86,14,7
"Loudoun, VA",US,39.0768,-77.6536,3,3,4,81,99,13,18,18,6,6,15,77,25,9,52,85,98,92,7,10,95,98,56,76,10,5,7,11,40,20,14,8,4,4,9,83,78,83,16,6,5,59,63,11,5,48,10,1,1,49,28,8,6,90,93,15,4,70,18,7,16,33,75,11,71,15,15,7,78,57,7
